MlsNumber,PublicRemarks,Bathrooms,Bedrooms,InteriorSize,Type,Ammenities,Address,Longitude,Latitude,PostalCode,NeighbourHood,Price,PropertyType,ParkingSpace,OwnershipType,Appliances,FlooringType,BasementType,HeatingType,LandSize,AmmenitiesNearBy,PropertyTax,ZoningDescription,LowResPhoto
"40082388","OFFERS ACCEPTED ANYTIME! YOU CAN BUY THIS HOUSE TODAY! Beautiful townhouse with easy 401 access and great schools! This is the one you've been waiting for. This bright and spacious townhouse in convenient Lackner Woods has everything you need. Walk in to the welcoming foyer with a main floor powder room. The open concept main floor is great for living and entertaining alike. The bright white kitchen features tile backsplash and stainless steel appliances as well as an eat up peninsula. Light pours into the living room from ample windows and patio doors to the backyard. Upstairs you'll find 2 great sized bedrooms and a bathroom with full tub and tile surround. The spacious primary bedroom has a walk in closet and full ensuite bath. Downstairs you'll find an additional living space as well as a bedroom with another full ensuite bath - great for families or investors. Don't miss out on this one! Call today to schedule your private showing! (63021590)","4","3 + 1","1440.0000","Row / Townhouse",,"7 UPPER MERCER Drive Unit# B8|Kitchener, Ontario N2A0B7","-80.4082241","43.44666932","N2A0B7",,"$725,000 ","Single Family",,"Freehold","Dishwasher, Dryer, Refrigerator, Water softener, Washer",,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre","Schools",,"RES","https://cdn.realtor.ca/listing/TS637515705289930000/reb16/highres/8/40082388_1.jpg"
"X5154427","Welcome To This Stunning 4 Bdrm 4 Bathrm End Unit Townhome Built By The Prestigious Heathwood Homes. Home Features Premium Upgrades Thru-Out W/ A Substantial 2,720Sf Of Open Concept Living Space. 9Ft Ceilings, Upper Level Laundry, Smart Home Security System, S/S Canopy Kit Exhaust W/ Stunning Backsplash, & Bsmt Finished By The Builder W/ Above Grade Windows. This Wallaceton Community Is Minutes To Shopping Malls, Schools, Fine Dining, Hospitals & Hwy 401**** EXTRAS **** Brand New S/S Appliances, Fridge, Dishwasher, Stove, Washer/Dryer. Custom Sofa In The Bsmt. All Electrical Light Fixtures & Window Coverings. Garage Door Opener W/Remote, Upgraded Central Vac System. Excluding Basement Speaker System. (28093419)","4","4 + 1",,"Row / Townhouse",,"86 REISTWOOD DR|Kitchener, Ontario N2R0N9","-80.485139","43.3824227","N2R0N9",,"$749,000 ","Single Family","2","Freehold",,,"N/A (Finished)","Forced air (Natural gas)","25.26 x 118 FT",,"$2,699.30",,"https://cdn.realtor.ca/listing/TS637515661129100000/reb82/highres/7/x5154427_1.jpg"
"X5154474","Modern & Spacious! This Beautiful Family Friendly Neighbourhood Presents 84 Hollybrook Trail. Offering Over 1800Sqft In Addition To An Unspoiled Basement Ready To Make Your Own! The Main Floor Is Bright And Airy With Great Natural Light Throughout. The Kitchen Offers Granite Countertops And An Island Overlooking The Dining And Family Room. The Powder Room Finishes This Level. The Second Level Boasts 3 Spacious Bedrooms Including The Privilege Suite.**** EXTRAS **** Taxes Not Yet Assessed. Rental Hwt.No Condo Fees! Very Easy To Commute To Gta. Less Than 10 Minutes To 401 And 1 Hour To Pearson Airport. Photos Are A Likeness. (28092988)","3","3 + 0",,"Row / Townhouse",,"84 HOLLYBROOK TR|Kitchener, Ontario N2R0M7","-80.4434041","43.3826508","N2R0M7",,"$699,900 ","Single Family","3","Freehold",,,"N/A (Unfinished)","Forced air (Natural gas)","19.52 x 124 FT",,"$0",,"https://cdn.realtor.ca/listing/TS637515635221130000/reb86/highres/4/x5154474_1.jpg"
"X5154399","Clean & Contemporary! This Open Concept Townhome Offers Plenty Of Natural Light Throughout. Neutral Tones And Modern Finishes Will Make You Feel Right At Home. The Spacious Main Floor Features A Functional Kitchen Including An Island With A Breakfast Bar For Ample Storage And Additional Seating. Sliders Lead You From The Living Room To The Back Patio. Boasting 3 Bedrooms And 3 Bathrooms In Total Including A Master Ensuite.**** EXTRAS **** An Unspoiled Basement Ready For Your Finishing Touches With Laundry. Conveniently Located Close To Schools Including Conestoga College, Walking Trails, Many Amenities And 2-Minute Access To The 401. Hwt Rental. Additional Parking Available. (28092910)","3","3 + 0",,"Row / Townhouse",,"#54 -50 PINNACLE DR|Kitchener, Ontario N2P0H8","-80.4145304","43.3914298","N2P0H8",,"$550,000 ","Single Family","2","Condominium/Strata",,,"N/A (Unfinished)","Forced air (Natural gas)",,"Park, Public Transit, Schools","$3,562",,"https://cdn.realtor.ca/listing/TS637515635216830000/reb86/highres/9/x5154399_1.jpg"
"40082455","Freehold 4 Bedroom END UNIT Townhome (109 ft lot depth) looks like SEMI DETACHED located in Huron Park with single car garage, with upgraded appliances in 2019, Spacious living room with sliding doors to the deck and fenced yard. Upstairs you will find very big Master Bedroom and 2 other decent sized bedrooms, and 4-piece bathroom with a shower and a tub. Fully finished basement with rec-room and a Big Bedroom, Recent Upgrades Include - Stove - 2019, Fridge - 2019, Dishwasher - 2019, Humidifier - 2021, Nest Thermostat - 2018, Reverse Osmosis - 2019. Great location close to all amenities including highway 401, shopping centres and schools. (63020891)","2","3 + 1",,"Row / Townhouse",,"274 SOPHIA Crescent|Kitchener, Ontario N2R1X9","-80.48608945","43.38673964","N2R1X9",,"$599,900 ","Single Family","3","Freehold","Dishwasher, Dryer, Refrigerator, Stove, Water softener, Washer, Hood Fan, Window Coverings",,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre","Airport, Playground, Schools, Shopping",,"RES","https://cdn.realtor.ca/listing/TS637515390652000000/reb85/highres/5/40082455_1.jpg"
"X5154209","This 3 Bedroom, 2.5 Bathroom Freehold Townhome Features A Carpet-Free Main Floor, A Beautiful Kitchen, And It's Move-In Ready! The Concrete Walkway Leads To The Spacious Porch Which Is The Perfect Place To Start Your Morning With A Coffee Or Wind Down Your Day. The Main Floor Features Tile And Engineered Hardwood Flooring Throughout, An Oak Staircase, And A Powder Room. The Living Area Is Perfect For Entertaining Family And Friends.**** EXTRAS **** The Kitchen Features Soft-Close Cabinetry, Sleek Countertops, A Stylish Backsplash, Stainless Steel Appliances, And A Breakfast Bar. There's A Bright Dinette With A Walkout To The Backyard Just Off Of The Kitchen. (28091023)","3","3",,"Row / Townhouse",,"264 APPLE HILL CRES|Kitchener, Ontario N2R0E5","-80.492523","43.38874","N2R0E5",,"$600,000 ","Single Family","2","Freehold",,,"Full (Unfinished)","Forced air (Natural gas)","21 x 88.69 FT","Park, Public Transit, Schools","$3,287.49",,"https://cdn.realtor.ca/listing/TS637515131175730000/reb86/highres/9/x5154209_1.jpg"
"X5153218","Freehold 3 Bedroom Townhome Located In Huron Park With Single Car Garage. Main Floor Features A Bright Eat In Kitchen With Vaulted Ceilings And Upgraded Ge Profile Appliances Purchased In 2017. Spacious Living Room With Sliding Doors To The Deck And Fenced Yard. Laundry Is Located On The Main Floor. Upstairs You Will Find Three Bedrooms With The Master Featuring A Walk-In Closet And Cheater 4-Piece Bathroom With Shower And Tub. Fully Finished Basement With...**** EXTRAS **** Exclusions: Curtains (28088834)","2","3",,"Row / Townhouse",,"26 MADELEINE ST|Kitchener, Ontario N2R1V5","-80.4795689","43.3852786","N2R1V5",,"$599,900 ","Single Family","2","Freehold",,,"N/A (Unfinished)","Forced air (Natural gas)","18.08 x 103.81 FT","Park, Public Transit, Schools","$3,250",,"https://cdn.realtor.ca/listing/TS637515009709670000/reb82/highres/8/x5153218_1.jpg"
"40080105","End Unit townhouse on a quiet cul-de sac makes this a very desirable location especially with the in-law suite. Backing onto greenspace and a partially covered 2 level deck making it even more private. Stone façade, covered porch, concrete driveway and parking for up to 4 cars out front. Inside you will love the California shutters, open concept main floor, energy star certified, modern kitchen with SS appliances, 2 laundry rooms, master bedroom with ensuite and professionally designed wall to wall closet system. In the basement you will find the in-law or potential income suite with walk out to the deck, kitchenette, 3 pc bath with heated floors, Murphy bed and second laundry with custom organizer (2020). Natural gas hook-up and a shed also on the deck. Dont miss out on this one!! (63014991)","4","3 + 0",,"Row / Townhouse",,"516 NORTHBROOK Place|Kitchener, Ontario N2R0A3","-80.46284555","43.39503403","N2R0A3",,"$699,000 ","Single Family",,"Freehold","Dishwasher, Dryer, Refrigerator, Stove, Washer, Window Coverings",,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre","Playground, Public Transit, Schools",,"Res","https://cdn.realtor.ca/listing/TS637516621555800000/reb16/highres/5/40080105_1.jpg"
"40075877","Freehold 3 Bedroom Townhome located in Huron Park with single car garage.   Main floor features a bright eat in kitchen with vaulted ceilings and upgraded GE Profile appliances purchased in 2017.  Spacious living room with sliding doors to the deck and fenced yard.  Laundry is located on the main floor.  Upstairs you will find three bedrooms with the master featuring a walk-in closet and cheater 4-piece bathroom with shower and tub.  Fully finished basement with rec-room and rough-in for 3-piece bathroom. Recent upgrades include 12mm laminate flooring on the main floor, shingles replaced in 2019 and new furnace plus humidifier in 2019.  Carpet in bedrooms and staircase replaced in 2014.  Great location close to all amenities including highway, shopping centres and schools. (63009486)","2","3 + 0","1469.2300","Row / Townhouse",,"26 MADELEINE Street|Kitchener, Ontario N2R1V5","-80.47959518","43.3852751","N2R1V5",,"$599,900 ","Single Family","2","Freehold","Central Vacuum - Roughed In, Dishwasher, Dryer, Microwave, Refrigerator, Stove, Water softener",,"Full (Finished)","Forced air, (Natural gas)","0|under 1/2 acre","Park, Place of Worship, Public Transit, Schools",,"Residential","https://cdn.realtor.ca/listing/TS637514863005130000/reb20/highres/7/40075877_1.jpg"
"40081801","CLEAN & CONTEMPORARY! This open concept townhome offers plenty of natural light throughout. Neutral tones and modern finishes will make you feel right at home. The spacious main floor features a functional kitchen including an island with a breakfast bar for ample storage and additional seating. Sliders lead you from the living room to the back patio. Boasting 3 bedrooms and 3 bathrooms in total including a master ensuite. An unspoiled basement ready for your finishing touches with laundry. Conveniently located close to schools including Conestoga college, walking trails, many amenities and 2-minute access to the 401. Low condo fees of $195.03. Truly a must-see for first time home buyers, investors, or a young family. ADDITIONAL PARKING AVAILABLE! MUST DOWNLOAD SENTRI CONNECT-NO ONE DAY CODES WILL BE GIVEN. (63015407)","3","3 + 0","1474.0000","Row / Townhouse",,"50 PINNACLE Drive Unit# 54|Kitchener, Ontario N2P0H8","-80.415019","43.390017","N2P0H8",,"$550,000 ","Single Family","2","Condominium",,,"Full (Unfinished)","Forced air, (Natural gas)",,"Golf Nearby, Public Transit, Schools",,"RES","https://cdn.realtor.ca/listing/TS637515150732570000/reb20/highres/1/40081801_1.jpg"
"40076550","FREEHOLD TOWNHOUSE - No Condo Fee! Welcome to 227 Parkvale Drive -located in the highly desirable Huron Park! This beautiful freehold townhome offers a great sized open concept kitchen/dining room with sliding door access to a beautifully raised covered deck; a generous sized living room that is perfect for entertaining; main floor laundry room; 3 bedroom 1.5 bathroom. Backyard is fully fenced - overlooking park/green space. Large driveway can fit 4 cars. The unspoiled basement leaves an abundance of possibilities for the creation of more personalized living space. Easy access to 7/8 and 401, close to all amenities and steps away from great schools, parks and green space. Perfect place to raise a family or to invest. Book your showing now! (63010101)","2","3 + 0",,"Row / Townhouse",,"227 PARKVALE Drive|Kitchener, Ontario N2R1Y8","-80.47944183","43.38954932","N2R1Y8",,"$599,000 ","Single Family","3","Freehold","Dishwasher, Refrigerator, Stove, Window Coverings",,"Full (Unfinished)","Forced air, (Natural gas)","under 1/2 acre","Park, Playground, Public Transit, Schools",,"residentail","https://cdn.realtor.ca/listing/TS637514841309970000/reb16/highres/0/40076550_1.jpg"
"40076610","WELCOME TO 264 APPLE HILL CRESCENT IN THE MATTAMY WILDFLOWERS NEIGHBOURHOOD IN KITCHENER!  This 3 bedroom, 2.5 bathroom freehold townhome features a carpet-free main floor, a beautiful kitchen, and it's move-in ready!  Check out our TOP 6 reasons why youll want to make this house your own! #6 COVERED PORCH - The concrete walkway leads to the spacious porch which is the perfect place to start your morning with a coffee or wind down your day. #5 BRIGHT MAIN FLOOR - The main floor features tile and engineered hardwood flooring throughout, an oak staircase, and a powder room. The living area is perfect for entertaining family and friends. There is also a great work-from-home space.  #4 THE KITCHEN - The kitchen features soft-close cabinetry, sleek countertops, a stylish backsplash, stainless steel appliances, and a breakfast bar. Theres a bright dinette with a walkout to the backyard just off of the kitchen.  #3 MASTER BEDROOM - This spacious master bedroom boasts 2 closets, including a large walk-in and a 4-piece ensuite.  #2 MORE BEDROOMS - In addition to the master, there are two more bright bedrooms and another full bathroom.  #1 LOCATION - 264 Apple Hill Crescent is located on a quiet street close to schools, shopping, and amenities. Youre minutes to the Huron Natural Area and have easy access to highway 401. (63009387)","3","3 + 0",,"Row / Townhouse",,"264 APPLE HILL Crescent|Kitchener, Ontario N2R0E5","-80.49254446","43.38866498","N2R0E5",,"$600,000 ","Single Family",,"Freehold","Dishwasher, Dryer, Stove, Water softener, Washer, Hood Fan",,"Full (Unfinished)","Forced air, (Natural gas)","under 1/2 acre","Park, Place of Worship, Playground, Public Transit, Schools, Shopping",,"Residential","https://cdn.realtor.ca/listing/TS637514511421930000/reb16/highres/0/40076610_1.jpg"
